country,year,length_stay
Portugal,2018,6.0
Portugal,2001,3.7
Portugal,2002,3.7
Portugal,2003,3.5
Poland,2003,8.8
Poland,2004,9.0
Poland,2005,17.8
Poland,2006,16.7
Poland,2007,17.6
Poland,2008,20.1
Poland,2009,25.6
Poland,2010,31.2
Poland,2011,29.8
Poland,2012,23.0
Poland,2013,21.9
Poland,2014,20.7
Poland,2015,28.2
Poland,2016,28.1
Poland,2017,29.6
Poland,2018,31.4
Poland,2003,36.4
Poland,2004,33.5
Poland,2005,41.9
Poland,2006,42.3
Poland,2007,42.3
Poland,2008,59.4
Poland,2009,61.4
Poland,2010,61.6
Poland,2011,57.6
Poland,2012,43.6
Poland,2013,42.8
Poland,2014,43.2
Poland,2015,59.5
Poland,2016,60.5
Poland,2017,61.7
Poland,2018,57.8
Poland,2003,24.0
Poland,2004,24.9
Poland,2005,33.8
Poland,2006,33.8
Poland,2007,34.3
Poland,2015,5.6
Poland,2016,5.5
Poland,2017,5.4
Poland,2018,5.3
Poland,2003,8.3
Poland,2004,7.9
Poland,2005,7.7
Poland,2006,7.4
Poland,2007,7.1
Poland,2008,6.8
Poland,2009,6.7
Poland,2010,6.5
Poland,2011,6.3
Poland,2012,6.2
Poland,2013,6.0
Poland,2014,5.9
Poland,2015,5.8
Poland,2016,5.7
Poland,2017,5.7
Poland,2018,5.8
Poland,2003,10.1
Poland,2004,9.8
Poland,2005,9.6
Poland,2006,9.5
Poland,2007,9.1
Poland,2008,8.7
Poland,2009,8.5
Poland,2010,8.3
Poland,2011,8.3
Poland,2012,8.1
Poland,2013,8.0
Poland,2014,7.9
Poland,2015,7.9
Poland,2016,7.9
Poland,2017,8.0
Poland,2018,8.1
Poland,2003,6.7
Poland,2004,6.2
Poland,2005,6.1
Poland,2006,5.8
Poland,2007,5.5
Poland,2008,5.3
Poland,2009,5.2
Poland,2010,5.1
Poland,2011,4.8
Poland,2012,4.9
Poland,2013,4.7
Poland,2014,4.8
Poland,2015,4.7
Poland,2016,4.7
Poland,2017,4.6
Poland,2018,4.7
Poland,2003,16.7
Poland,2004,16.6
Poland,2005,27.8
Poland,2006,27.1
Poland,2007,27.1
Poland,2008,33.7
Poland,2009,35.7
Poland,2010,36.2
Poland,2011,34.9
Poland,2012,29.2
Poland,2013,29.1
Poland,2014,29.3
Poland,2015,35.4
Poland,2016,34.8
Poland,2017,35.2
Poland,2018,34.8
Poland,2009,5.8
Poland,2010,5.6
Poland,2011,5.5
Poland,2012,5.3
Poland,2013,5.1
Poland,2014,4.8
Poland,2015,4.7
Poland,2016,4.5
Poland,2017,4.3
Poland,2018,4.2
Poland,2003,6.6
Poland,2004,6.2
Poland,2005,6.3
Poland,2006,6.1
Poland,2007,6.0
Poland,2008,5.9
Poland,2009,5.7
Poland,2010,5.5
Poland,2011,5.4
Poland,2012,5.3
Poland,2013,5.2
Poland,2014,5.1
Poland,2015,5.0
Poland,2016,4.9
Poland,2017,4.8
Poland,2018,4.8
Poland,2003,8.3
Poland,2004,7.4
Poland,2005,7.4
Poland,2006,7.2
Poland,2007,7.0
Poland,2008,6.8
Poland,2009,6.9
Poland,2010,6.8
Poland,2011,6.8
Poland,2012,6.8
Poland,2013,6.8
Poland,2014,6.6
Poland,2015,6.7
Poland,2016,6.8
Poland,2017,6.6
Poland,2018,6.6
Poland,2003,8.7
Poland,2004,7.5
Poland,2005,7.4
Poland,2006,7.3
Poland,2007,7.2
Poland,2008,6.9
Poland,2009,7.3
Poland,2010,7.3
Poland,2011,7.3
Poland,2012,7.4
Poland,2013,7.4
Poland,2014,7.3
Poland,2015,7.4
Poland,2016,7.6
Poland,2017,7.4
Poland,2018,7.4
Poland,2003,7.8
Poland,2004,7.1
Poland,2005,7.4
Poland,2006,7.1
Poland,2007,6.7
Poland,2008,6.5
Poland,2009,6.3
Poland,2010,6.1
Poland,2011,5.9
Poland,2012,5.8
Poland,2013,5.8
Poland,2014,5.6
Poland,2003,7.4
Poland,2004,6.7
Poland,2005,6.3
Poland,2006,6.0
Poland,2007,5.9
Poland,2008,5.5
Poland,2009,5.2
Poland,2010,5.4
Poland,2011,5.2
Poland,2012,5.1
Poland,2013,4.9
Poland,2014,4.8
Poland,2015,4.7
Poland,2016,4.5
Poland,2017,4.4
Poland,2018,4.3
Poland,2003,11.0
Poland,2004,10.3
Poland,2005,10.1
Poland,2006,9.8
Poland,2007,9.5
Poland,2008,9.3
Poland,2009,9.3
Poland,2010,9.3
Poland,2011,9.0
Poland,2012,8.9
Poland,2013,8.6
Poland,2014,8.3
Poland,2015,8.4
Poland,2016,8.1
Poland,2017,8.1
Poland,2018,8.0
Poland,2003,8.0
Poland,2004,6.8
Poland,2005,6.8
Poland,2006,6.5
Poland,2007,6.6
Poland,2008,6.2
Poland,2009,5.9
Poland,2010,6.0
Poland,2011,5.4
Poland,2012,5.1
Poland,2013,5.1
Poland,2014,4.8
Poland,2015,4.6
Poland,2016,4.3
Poland,2017,4.3
Poland,2018,4.3
Poland,2003,5.4
Poland,2004,4.7
Poland,2005,4.5
Poland,2006,4.3
Poland,2007,4.0
Poland,2008,3.7
Poland,2009,3.8
Poland,2010,3.6
Poland,2011,3.5
Poland,2012,3.5
Poland,2013,3.4
Poland,2014,3.3
Poland,2015,3.1
Poland,2016,3.1
Poland,2017,3.0
Poland,2018,3.0
Poland,2003,7.3
Poland,2004,7.1
Poland,2005,6.8
Poland,2006,6.6
Poland,2007,6.3
Poland,2008,6.0
Poland,2016,3.9
Poland,2017,3.8
Poland,2018,3.8
Poland,2003,8.2
Poland,2004,7.8
Poland,2005,7.8
Poland,2006,7.5
Poland,2007,7.7
Poland,2008,7.5
Poland,2009,7.4
Poland,2010,7.8
Poland,2011,7.5
Poland,2012,6.8
Poland,2013,6.5
Poland,2014,5.8
Poland,2015,5.5
Poland,2016,5.1
Poland,2017,4.8
Poland,2018,4.8
Poland,2003,11.1
Poland,2004,11.3
Poland,2005,10.9
Poland,2006,11.5
Poland,2007,11.1
Poland,2008,10.4
Poland,2009,9.3
Poland,2010,9.8
Poland,2011,8.7
Poland,2012,8.6
Poland,2013,8.3
Poland,2014,8.0
Poland,2015,7.8
Poland,2016,7.4
Poland,2017,7.3
Poland,2018,7.2
Poland,2003,5.5
Poland,2004,4.9
Poland,2005,4.7
Poland,2006,4.9
Poland,2007,4.5
Poland,2008,4.3
Poland,2009,5.2
Poland,2010,5.2
Poland,2011,5.6
Poland,2012,6.2
Poland,2013,6.6
Poland,2014,6.7
Poland,2015,6.2
Poland,2016,6.2
Poland,2017,5.6
Poland,2018,5.5
Poland,2003,9.8
Poland,2004,10.3
Poland,2005,9.8
Poland,2006,10.9
Poland,2007,10.2
Poland,2008,10.1
Poland,2009,9.3
Poland,2010,10.0
Poland,2011,9.7
Poland,2012,8.1
Poland,2013,7.8
Poland,2014,7.1
Poland,2015,6.3
Poland,2016,6.3
Poland,2017,6.4
Poland,2018,6.1
Poland,2010,6.2
Poland,2011,6.2
Poland,2012,6.2
Poland,2013,6.1
Poland,2014,6.1
Poland,2015,6.2
Poland,2016,6.0
Poland,2017,6.2
Poland,2018,6.1
Poland,2003,9.0
Poland,2004,8.4
Poland,2005,8.2
Poland,2006,7.9
Poland,2007,7.6
Poland,2008,7.4
Poland,2009,7.2
Poland,2010,7.2
Poland,2011,7.0
Poland,2012,6.8
Poland,2013,6.6
Poland,2014,6.3
Poland,2015,6.2
Poland,2016,6.0
Poland,2017,5.9
Poland,2018,5.9
Poland,2003,11.1
Poland,2004,9.3
Poland,2005,8.6
Poland,2006,7.6
Poland,2007,6.9
Poland,2008,7.0
Poland,2009,7.8
Poland,2010,8.3
Poland,2011,8.8
Poland,2012,9.3
Poland,2013,8.7
Poland,2014,8.4
Poland,2015,8.2
Poland,2016,8.0
Poland,2017,7.4
Poland,2018,6.8
Poland,2003,10.1
Poland,2004,8.9
Poland,2005,8.6
Poland,2006,8.3
Poland,2007,7.9
Poland,2008,7.9
Poland,2009,8.0
Poland,2010,8.1
Poland,2011,8.2
Poland,2012,8.3
Poland,2013,8.1
Poland,2014,8.0
Poland,2015,7.9
Poland,2016,7.7
Poland,2017,7.4
Poland,2018,7.5
Poland,2003,8.0
Poland,2004,7.3
Poland,2005,7.0
Poland,2006,6.9
Poland,2007,6.3
Poland,2008,6.0
Poland,2009,5.6
Poland,2010,5.6
Poland,2011,5.2
Poland,2012,4.8
Poland,2013,4.5
Poland,2014,4.3
Poland,2015,4.2
Poland,2011,3.4
Poland,2012,3.5
Poland,2013,3.5
Poland,2014,3.3
Poland,2015,3.3
Poland,2016,3.3
Poland,2017,3.5
Poland,2018,3.5
Poland,2003,34.2
Poland,2004,42.7
Poland,2005,46.2
Poland,2006,44.5
Poland,2007,44.9
Poland,2008,45.0
Poland,2009,45.9
Poland,2010,48.1
Poland,2011,48.6
Poland,2012,48.2
Poland,2013,48.9
Poland,2014,49.6
Poland,2015,49.5
Poland,2016,51.7
Poland,2017,50.8
Poland,2018,49.4
Poland,2003,15.9
Poland,2004,15.3
Poland,2005,15.5
Poland,2006,15.2
Poland,2007,15.0
Poland,2008,15.1
Poland,2009,15.1
Poland,2010,15.1
Poland,2011,14.9
Poland,2012,14.5
Poland,2013,14.4
Poland,2014,14.2
Poland,2015,14.1
Poland,2016,14.1
Poland,2017,14.1
Poland,2018,13.8
Poland,2003,12.2
Poland,2004,11.8
Poland,2005,11.7
Poland,2006,12.0
Poland,2007,12.0
Poland,2008,12.1
Poland,2009,11.3
Poland,2010,9.9
Poland,2011,9.2
Poland,2012,9.3
Poland,2013,9.3
Poland,2014,8.7
Poland,2015,8.4
Poland,2016,7.9
Poland,2017,8.1
Poland,2018,7.9
Poland,2003,9.0
Poland,2004,8.2
Poland,2005,8.1
Poland,2006,7.6
Poland,2007,7.0
Poland,2008,6.8
Poland,2009,6.3
Poland,2012,8.2
Poland,2013,8.0
Poland,2014,7.7
Poland,2015,7.8
Poland,2016,8.0
Poland,2017,8.0
Poland,2018,8.0
Poland,2003,5.7
Poland,2004,5.3
Poland,2005,5.2
Poland,2006,4.8
Poland,2007,4.7
Poland,2008,4.5
Poland,2009,4.6
Poland,2010,4.5
Poland,2011,4.4
Poland,2012,4.5
Poland,2013,4.7
Poland,2014,4.8
Poland,2015,5.0
Poland,2016,5.2
Poland,2017,5.3
Poland,2018,5.5
Poland,2003,5.3
Poland,2004,4.6
Poland,2005,4.4
Poland,2006,4.2
Poland,2007,3.9
Poland,2008,3.7
Poland,2009,3.6
Poland,2010,3.5
Poland,2014,6.9
Poland,2015,7.3
Poland,2016,7.1
Poland,2017,7.0
Poland,2018,7.0
Poland,2003,9.7
Poland,2004,9.5
Poland,2005,10.0
Poland,2006,8.9
Poland,2007,8.8
Poland,2008,8.2
Poland,2009,8.2
Poland,2010,8.2
Poland,2011,8.1
Poland,2006,8.0
Poland,2007,7.8
Poland,2008,7.9
Poland,2009,7.7
Poland,2010,7.6
Poland,2011,7.4
Poland,2012,7.1
Poland,2013,7.0
Poland,2003,7.8
Poland,2004,7.5
Poland,2005,8.2
Poland,2014,5.2
Poland,2015,5.2
Poland,2016,5.1
Poland,2017,5.1
Poland,2018,5.2
Poland,2003,4.9
Poland,2004,4.1
Poland,2005,4.1
Poland,2006,3.5
Poland,2007,3.5
Poland,2008,3.2
Poland,2009,3.5
Poland,2010,3.2
Poland,2011,3.3
Poland,2012,3.1
Poland,2013,3.1
Poland,2014,3.2
Poland,2015,3.0
Poland,2016,2.8
Poland,2017,2.8
Poland,2006,11.1
Poland,2007,10.8
Poland,2008,10.4
Poland,2009,9.6
Poland,2010,9.3
Poland,2011,9.1
Poland,2012,8.9
Poland,2013,8.8
Poland,2014,8.7
Poland,2015,8.7
Poland,2016,8.6
Poland,2017,8.6
Poland,2018,8.6
Poland,2003,8.2
Poland,2004,8.0
Poland,2005,7.5
Poland,2006,7.1
Poland,2007,6.9
Poland,2008,6.7
Poland,2009,6.5
Poland,2010,6.3
Poland,2011,6.1
Poland,2012,6.2
Poland,2013,6.0
Poland,2014,5.9
Poland,2015,5.9
Poland,2016,5.7
Poland,2017,5.8
Poland,2018,5.7
Poland,2003,3.9
Poland,2004,3.3
Poland,2005,3.1
Poland,2006,3.1
Poland,2007,2.8
Poland,2008,2.8
Poland,2009,2.7
Poland,2010,2.6
Poland,2011,2.5
Poland,2012,2.4
Poland,2013,2.3
Poland,2014,2.3
Poland,2015,2.2
Poland,2016,2.2
Poland,2017,2.2
Poland,2018,2.2
Poland,2003,6.0
Poland,2004,5.1
Poland,2005,4.9
Poland,2006,4.6
Poland,2007,4.2
Poland,2008,4.1
Poland,2009,4.0
Poland,2010,3.8
Poland,2011,3.6
Poland,2012,3.4
Poland,2013,3.2
Poland,2014,3.1
Poland,2015,3.1
Poland,2016,3.0
Poland,2017,3.0
Poland,2018,3.1
Poland,2003,11.5
Poland,2004,10.7
Poland,2005,10.6
Poland,2006,10.3
Poland,2007,10.0
Poland,2008,9.6
Poland,2009,9.3
Poland,2010,9.1
Poland,2011,8.9
Poland,2003,6.9
Poland,2004,5.9
Poland,2005,5.4
Poland,2006,5.1
Poland,2007,4.9
Poland,2008,4.1
Poland,2009,3.4
Poland,2010,3.2
Poland,2011,3.1
Poland,2012,2.9
Poland,2013,2.7
Poland,2014,2.6
Poland,2015,2.6
Poland,2016,2.5
Poland,2017,2.5
Poland,2018,2.5
Poland,2003,8.9
Poland,2004,8.4
Poland,2005,8.2
Poland,2006,7.9
Poland,2007,7.6
Poland,2008,7.4
Poland,2009,7.2
Poland,2010,7.2
Poland,2011,7.0
Poland,2012,6.9
Poland,2013,6.8
Poland,2014,6.7
Poland,2015,6.6
Poland,2016,6.5
Poland,2017,6.4
Poland,2018,6.3
Poland,2003,9.0
Poland,2004,8.6
Poland,2005,8.5
Poland,2006,8.4
Poland,2007,8.3
Poland,2008,7.8
Poland,2009,7.4
Poland,2010,7.2
Poland,2011,7.1
Poland,2012,6.9
Poland,2013,6.8
Poland,2014,6.7
Poland,2015,6.8
Poland,2016,6.7
Poland,2017,6.8
Poland,2018,6.8
Poland,2003,6.0
Poland,2004,5.4
Poland,2005,5.2
Poland,2006,5.0
Poland,2007,4.7
Poland,2008,4.6
Poland,2009,4.5
Poland,2010,4.2
Poland,2011,4.2
Poland,2012,4.1
Poland,2013,4.1
Poland,2014,4.0
Poland,2015,3.9
Poland,2016,3.9
Poland,2017,3.9
Poland,2018,4.0
Poland,2003,11.5
Poland,2004,11.0
Poland,2005,10.9
Poland,2013,10.0
Poland,2014,9.6
Poland,2015,9.7
Poland,2016,9.2
Poland,2017,9.0
Poland,2018,8.8
Poland,2003,6.7
Poland,2004,6.0
Poland,2005,5.9
Poland,2006,5.6
Poland,2007,5.4
Poland,2008,5.1
Poland,2009,4.9
Poland,2010,4.8
Poland,2011,4.7
Poland,2012,4.8
Poland,2013,4.7
Poland,2014,4.7
Poland,2015,4.5
Poland,2016,4.5
Poland,2017,4.5
Poland,2018,4.4
Poland,2003,9.9
Poland,2004,9.0
Poland,2005,8.9
Poland,2006,8.6
Poland,2007,8.5
Poland,2008,8.4
Poland,2009,8.5
Poland,2010,8.4
Poland,2011,8.7
Poland,2012,8.5
Poland,2013,8.2
Poland,2014,8.3
Poland,2015,8.3
Poland,2016,8.3
Poland,2017,8.3
Poland,2018,8.2
Poland,2003,13.5
Poland,2004,13.3
Poland,2005,13.2
Poland,2006,13.0
Poland,2007,13.0
Poland,2008,13.2
Poland,2009,13.2
Poland,2010,12.9
Poland,2011,11.8
Poland,2012,11.7
Poland,2013,11.6
Poland,2014,11.5
Poland,2015,11.5
Poland,2016,11.4
Poland,2017,11.4
Poland,2018,11.3
Poland,2003,14.2
Poland,2004,14.9
Poland,2005,15.0
Poland,2006,14.3
Poland,2007,13.0
Poland,2008,11.7
Poland,2009,10.1
Poland,2010,9.4
Poland,2011,8.8
Poland,2012,8.3
Poland,2013,8.1
Poland,2014,7.7
Poland,2015,7.2
Poland,2016,7.1
Poland,2017,7.1
Poland,2018,6.9
Poland,2007,5.8
Poland,2008,5.5
Poland,2009,5.1
Poland,2010,4.9
Poland,2011,4.8
Poland,2012,4.9
Poland,2013,4.7
Poland,2014,4.6
Poland,2015,4.6
Poland,2016,4.6
Poland,2017,4.5
Poland,2018,4.5
Poland,2003,6.9
Poland,2004,6.5
Poland,2005,6.3
Poland,2006,6.0
Poland,2007,5.8
Poland,2008,5.5
Poland,2009,5.0
Poland,2010,4.7
Poland,2011,4.6
Poland,2012,4.5
Poland,2013,4.4
Poland,2014,4.2
Poland,2015,4.1
Poland,2016,4.1
Poland,2017,4.2
Poland,2018,4.3
Poland,2003,10.5
Poland,2004,9.6
Poland,2005,8.8
Poland,2006,8.2
Poland,2007,7.9
Poland,2008,7.4
Poland,2009,6.7
Poland,2010,6.4
Poland,2011,6.2
Poland,2012,6.2
Poland,2013,6.2
Poland,2014,6.1
Poland,2015,6.1
Poland,2016,6.2
Poland,2017,6.4
Poland,2018,6.6
Poland,2003,7.7
Poland,2004,7.0
Poland,2005,6.5
Poland,2006,6.5
Poland,2007,6.5
Poland,2008,5.9
Poland,2009,5.5
Poland,2010,5.1
Poland,2011,4.5
Poland,2012,4.4
Poland,2013,4.2
Poland,2014,4.1
Poland,2015,3.9
Poland,2016,3.8
Poland,2017,3.7
Poland,2018,3.6
Poland,2003,12.1
Poland,2004,11.7
Poland,2005,11.9
Poland,2006,11.8
Poland,2007,11.7
Poland,2008,11.3
Poland,2009,11.1
Poland,2010,11.0
Poland,2011,10.8
Poland,2012,10.4
Poland,2003,5.0
Poland,2004,4.3
Poland,2005,3.9
Poland,2006,3.5
Poland,2007,3.2
Poland,2008,2.9
Poland,2009,2.6
Poland,2010,2.4
Poland,2011,2.3
Poland,2012,2.2
Poland,2013,2.1
Poland,2014,2.0
Poland,2015,2.0
Poland,2016,1.9
Poland,2017,1.8
Poland,2018,1.7
Poland,2003,6.0
Poland,2004,5.2
Poland,2005,5.3
Poland,2006,5.2
Poland,2007,5.2
Poland,2008,4.9
Poland,2009,4.6
Poland,2010,4.3
Poland,2011,4.1
Poland,2012,3.8
Poland,2013,3.7
Poland,2014,3.5
Poland,2015,3.3
Poland,2016,3.3
Poland,2017,3.3
Poland,2018,3.4
Poland,2003,7.0
Poland,2004,6.5
Poland,2005,6.3
Poland,2006,6.1
Poland,2007,5.5
Poland,2008,5.4
Poland,2009,5.5
Poland,2010,5.1
Poland,2011,4.9
Poland,2012,4.7
Poland,2013,4.4
Poland,2014,4.3
Poland,2015,4.2
Poland,2016,4.1
Poland,2017,4.1
Poland,2018,4.1
Poland,2003,9.0
Poland,2004,8.6
Poland,2005,8.3
Poland,2006,8.1
Poland,2007,7.9
Poland,2008,7.6
Poland,2009,7.4
Poland,2010,7.2
Poland,2011,6.9
Poland,2012,6.8
Poland,2013,6.6
Poland,2014,6.5
Poland,2015,6.5
Poland,2016,6.5
Poland,2017,6.6
Poland,2018,6.6
Poland,2003,7.1
Poland,2004,6.6
Poland,2005,6.3
Poland,2006,6.1
Poland,2014,6.9
Poland,2015,7.1
Poland,2016,6.5
Poland,2017,6.3
Poland,2018,6.6
Poland,2003,6.6
Poland,2004,6.2
Poland,2005,6.1
Poland,2006,5.8
Poland,2007,5.5
Poland,2008,5.4
Poland,2009,5.4
Poland,2010,5.3
Poland,2011,5.2
Poland,2012,5.3
Poland,2013,5.3
Poland,2014,5.3
Poland,2015,5.4
Poland,2016,5.4
Poland,2017,5.4
Poland,2018,5.4
Poland,2003,8.2
Poland,2004,7.8
Poland,2005,7.6
Poland,2006,7.2
Poland,2007,6.9
Poland,2008,6.8
Poland,2009,6.4
Poland,2010,6.2
Poland,2011,6.0
Poland,2012,5.8
Poland,2013,5.7
Poland,2014,5.8
Poland,2015,5.7
Poland,2016,5.7
Poland,2017,5.7
Poland,2018,5.8
Poland,2003,11.3
Poland,2004,11.1
Poland,2005,11.1
Poland,2006,10.2
Poland,2007,10.4
Poland,2008,10.1
Poland,2009,9.5
Poland,2010,9.7
Poland,2011,10.1
Poland,2012,9.9
Poland,2013,9.4
Poland,2014,9.4
Poland,2015,9.7
Poland,2016,9.4
Poland,2017,8.9
Poland,2018,8.9
Poland,2003,5.6
Poland,2004,4.8
Poland,2005,4.5
Poland,2006,4.3
Poland,2007,4.0
Poland,2008,3.7
Poland,2009,3.3
Poland,2010,3.0
Poland,2011,2.9
Poland,2012,2.8
Poland,2013,2.6
Poland,2014,2.4
Poland,2015,2.4
Poland,2016,2.4
Poland,2017,2.3
Poland,2018,2.2
Poland,2008,39.5
Poland,2009,42.3
Poland,2010,42.1
Poland,2011,42.0
Poland,2012,38.1
Poland,2013,38.3
Poland,2014,39.1
Poland,2015,43.5
Poland,2016,43.8
Poland,2017,43.8
Poland,2018,44.5
Poland,2003,12.1
Poland,2004,12.5
Poland,2005,26.2
Poland,2006,25.9
Poland,2007,26.3
Poland,2008,31.9
Poland,2009,33.7
Poland,2010,33.8
Poland,2011,33.4
Poland,2012,27.9
Poland,2013,28.0
Poland,2014,28.7
Poland,2015,34.2
Poland,2016,34.8
Poland,2017,33.7
Poland,2018,34.5
Poland,2003,10.0
Poland,2004,9.6
Poland,2005,9.6
Poland,2006,9.0
Poland,2007,9.0
Poland,2008,8.7
Poland,2009,8.3
Poland,2010,8.4
Poland,2011,8.5
Poland,2012,8.4
Poland,2013,8.1
Poland,2014,8.2
Poland,2015,8.4
Poland,2016,8.3
Poland,2017,7.9
Poland,2018,7.9
Poland,2003,19.6
Poland,2004,19.1
Poland,2005,21.9
Poland,2006,21.0
Poland,2007,19.6
Poland,2008,14.8
Poland,2009,10.9
Poland,2010,9.2
Poland,2011,10.1
Poland,2012,8.0
Poland,2013,8.6
Poland,2014,9.5
Poland,2015,9.1
Poland,2016,7.1
Poland,2017,7.4
Poland,2018,7.7
Poland,2003,10.8
Poland,2004,11.2
Poland,2005,10.7
Poland,2006,9.9
Poland,2007,10.2
Poland,2008,9.6
Poland,2009,9.4
Poland,2010,9.0
Poland,2011,8.0
Poland,2012,7.5
Poland,2013,6.8
Poland,2003,17.7
Poland,2004,19.6
Poland,2005,28.8
Poland,2006,27.6
Poland,2007,28.5
Poland,2008,36.8
Poland,2009,47.5
Poland,2010,48.1
Poland,2011,40.5
Poland,2012,33.0
Poland,2013,31.7
Poland,2014,33.2
Poland,2015,39.5
Poland,2016,39.6
Poland,2017,43.0
Poland,2018,41.3
Poland,2003,12.5
Poland,2004,11.5
Poland,2005,18.9
Poland,2006,17.8
Poland,2007,17.6
Poland,2008,20.6
Poland,2009,21.0
Poland,2010,21.3
Poland,2011,20.7
Poland,2012,19.4
Poland,2013,19.6
Poland,2014,19.8
Poland,2015,21.1
Poland,2016,19.7
Poland,2017,20.9
Poland,2018,21.0
Costa Rica,2002,59.2
Costa Rica,2003,118.2
Costa Rica,2004,84.3
Costa Rica,2005,89.2
Costa Rica,2006,153.9
Costa Rica,2007,114.5
Costa Rica,2008,123.1
Costa Rica,2009,54.9
Costa Rica,2010,98.6
Costa Rica,2011,56.8
Costa Rica,2012,77.5
Costa Rica,2013,40.1
Costa Rica,2014,44.8
Costa Rica,2015,93.4
Costa Rica,2016,60.0
Costa Rica,2017,32.9
Costa Rica,2018,30.7
Costa Rica,2001,11.8
Costa Rica,2002,12.2
Costa Rica,2003,9.8
Costa Rica,2004,10.1
Costa Rica,2005,10.4
Costa Rica,2006,12.2
Costa Rica,2007,12.8
Costa Rica,2008,10.8
Costa Rica,2009,12.7
Costa Rica,2010,12.3
Costa Rica,2011,10.8
Costa Rica,2010,44.9
Costa Rica,2011,23.0
Costa Rica,2012,21.3
Costa Rica,2013,25.4
Costa Rica,2014,20.8
Costa Rica,2015,29.5
Costa Rica,2016,25.9
Costa Rica,2017,15.6
Costa Rica,2018,21.6
Costa Rica,2001,6.9
Costa Rica,2002,5.9
Costa Rica,2003,7.6
Costa Rica,2004,7.0
Costa Rica,2005,6.7
Costa Rica,2006,8.5
Costa Rica,2007,7.6
Costa Rica,2008,7.7
Costa Rica,2009,8.0
Costa Rica,2010,8.0
Costa Rica,2011,7.7
Costa Rica,2012,13.6
Costa Rica,2013,9.9
Costa Rica,2014,10.3
Costa Rica,2015,12.2
Costa Rica,2016,9.8
Costa Rica,2017,9.5
Costa Rica,2018,10.0
Costa Rica,2001,8.4
Costa Rica,2002,9.0
Costa Rica,2003,9.1
Costa Rica,2004,8.3
Costa Rica,2005,9.2
Costa Rica,2006,21.9
Costa Rica,2007,17.2
Costa Rica,2008,22.0
Costa Rica,2009,17.9
Costa Rica,2010,21.5
Costa Rica,2011,19.0
Costa Rica,2012,21.5
Costa Rica,2013,21.8
Costa Rica,2014,18.0
Costa Rica,2015,20.9
Costa Rica,2016,20.5
Costa Rica,2017,18.2
Costa Rica,2018,19.4
Costa Rica,2001,99.6
Costa Rica,2002,80.8
Costa Rica,2003,144.3
Costa Rica,2004,79.8
Costa Rica,2005,106.9
Costa Rica,2006,150.3
Costa Rica,2007,70.1
Costa Rica,2008,67.6
Costa Rica,2009,116.3
Costa Rica,2010,90.9
Costa Rica,2009,11.4
Costa Rica,2010,11.1
Costa Rica,2011,11.7
Costa Rica,2012,12.1
Costa Rica,2013,11.7
Costa Rica,2014,12.1
Costa Rica,2015,12.0
Costa Rica,2016,12.0
Costa Rica,2017,12.6
Costa Rica,2018,12.6
Costa Rica,2001,7.4
Costa Rica,2002,7.0
Costa Rica,2003,7.2
Costa Rica,2004,7.2
Costa Rica,2005,8.1
Costa Rica,2006,8.0
Costa Rica,2007,8.0
Costa Rica,2008,8.4
Costa Rica,2009,7.6
Costa Rica,2010,7.5
Costa Rica,2011,8.3
Costa Rica,2012,7.8
Costa Rica,2013,7.8
Costa Rica,2014,8.1
Costa Rica,2015,7.9
Costa Rica,2016,7.0
Costa Rica,2017,7.4
Costa Rica,2018,7.7
Costa Rica,2001,56.5
Costa Rica,2002,38.0
Costa Rica,2003,76.3
Costa Rica,2004,45.5
Costa Rica,2005,54.9
Costa Rica,2006,86.8
Costa Rica,2007,57.0
Costa Rica,2008,57.1
Costa Rica,2009,50.8
Costa Rica,2010,58.3
Costa Rica,2011,33.4
Costa Rica,2012,43.6
Costa Rica,2013,35.0
Costa Rica,2014,37.4
Costa Rica,2015,64.8
Costa Rica,2016,49.1
Costa Rica,2017,27.5
Costa Rica,2018,28.9
Costa Rica,2001,53.4
Costa Rica,2002,17.7
Costa Rica,2003,304.9
Costa Rica,2004,50.7
Costa Rica,2005,85.2
Costa Rica,2006,134.0
Costa Rica,2007,84.4
Costa Rica,2008,57.1
Costa Rica,2009,94.9
Costa Rica,2008,10.2
Costa Rica,2009,9.1
Costa Rica,2010,8.5
Costa Rica,2011,8.3
Costa Rica,2012,8.3
Costa Rica,2013,9.0
Costa Rica,2014,9.2
Costa Rica,2015,8.4
Costa Rica,2016,7.8
Costa Rica,2017,8.7
Costa Rica,2018,8.8
Costa Rica,2001,7.1
Costa Rica,2002,7.6
Costa Rica,2003,9.0
Costa Rica,2004,7.4
Costa Rica,2005,7.3
Costa Rica,2006,7.5
Costa Rica,2007,7.9
Costa Rica,2008,8.5
Costa Rica,2009,7.4
Costa Rica,2010,7.9
Costa Rica,2011,8.4
Costa Rica,2012,7.3
Costa Rica,2013,7.3
Costa Rica,2014,7.5
Costa Rica,2015,6.6
Costa Rica,2016,6.8
Costa Rica,2017,6.8
Costa Rica,2018,7.0
Costa Rica,2001,9.8
Costa Rica,2002,9.8
Costa Rica,2003,9.6
Costa Rica,2004,9.8
Costa Rica,2005,10.4
Costa Rica,2006,10.3
Costa Rica,2007,10.3
Costa Rica,2008,10.5
Costa Rica,2009,10.1
Costa Rica,2010,9.8
Costa Rica,2011,10.6
Costa Rica,2012,10.6
Costa Rica,2013,10.3
Costa Rica,2014,10.7
